client_id,month,total_queries,queries_with_data,impressions,clicks,ctr_x100,avg_position,gsc_data_start,is_ai_referral_available,label_visibility_drop,content_quality_index
c086,2025-07,326,235,5985,501,838.09,14.94,2025-01,False,1.0,27.9
c086,2025-08,285,85,2542,337,1327.4,28.55,2025-01,True,0.0,51.3
c086,2025-09,319,212,5023,236,471.68,6.72,2025-01,True,0.0,81.4
c086,2025-10,368,309,12549,533,424.85,15.81,2025-01,True,1.0,44.1
c087,2025-03,135,126,3676,35,95.95,28.92,2025-03,True,0.0,70.3
c087,2025-04,147,129,2810,38,137.45,23.55,2025-03,False,1.0,33.0
c087,2025-05,154,75,5768,704,1220.9,0.0,2025-03,True,1.0,51.1
c087,2025-06,154,82,3708,208,562.71,28.53,2025-03,True,1.0,32.2
c087,2025-07,152,65,4514,196,434.37,11.84,2025-03,False,0.0,48.2
c087,2025-08,120,83,3605,354,982.79,12.62,2025-03,True,0.0,44.3
c087,2025-09,142,102,5555,140,253.55,25.95,2025-03,False,0.0,48.0
c087,2025-10,131,103,3557,149,421.44,4.36,2025-03,True,1.0,44.7
c088,2025-01,38,26,1451,60,418.45,9.43,2025-01,False,0.0,33.6
c088,2025-02,28,19,983,34,351.82,10.08,2025-01,True,0.0,61.2
c088,2025-03,32,26,1235,45,367.1,38.72,2025-01,,1.0,40.7
c088,2025-04,32,19,960,10,105.28,26.79,2025-01,False,0.0,69.7
c088,2025-05,37,27,553,3,65.45,23.59,2025-01,True,0.0,34.6
c088,2025-06,32,20,1087,36,338.04,9.95,2025-01,True,0.0,71.9
c088,2025-07,33,30,865,35,406.87,9.57,2025-01,False,0.0,36.5
c088,2025-08,27,17,379,36,975.67,33.21,2025-01,True,0.0,37.4
c088,2025-09,30,19,406,10,251.64,22.15,2025-01,True,0.0,57.7
c088,2025-10,37,32,1233,71,580.67,18.29,2025-01,False,1.0,26.3
c089,2025-02,380,244,9488,1198,1263.28,30.86,2025-02,False,0.0,33.5
c089,2025-03,520,336,13113,413,315.26,30.83,2025-02,False,1.0,28.7
c089,2025-04,375,109,3240,46,143.96,38.1,2025-02,False,0.0,61.3
c089,2025-05,396,265,7081,321,454.33,16.4,2025-02,True,0.0,45.7
c089,2025-06,505,404,16775,871,519.53,20.75,2025-02,True,1.0,35.8
c089,2025-07,537,234,17519,456,260.31,21.03,2025-02,True,0.0,87.4
c089,2025-08,386,353,10184,372,365.57,31.06,2025-02,True,1.0,32.4
c089,2025-09,504,214,17057,482,282.79,11.23,2025-02,True,0.0,74.8
c089,2025-10,554,459,16629,244,147.2,15.99,2025-02,True,0.0,33.2
c090,2025-04,862,334,21041,1164,553.24,37.82,2025-04,False,0.0,44.4
c090,2025-05,773,548,23199,1950,840.86,7.32,2025-04,False,1.0,44.4
c090,2025-06,903,454,12416,170,137.71,9.52,2025-04,True,0.0,58.5
c090,2025-07,718,556,27953,1631,583.56,30.19,2025-04,True,0.0,46.4
c090,2025-08,893,556,34133,1888,553.26,5.23,2025-04,,0.0,64.4
c090,2025-09,907,830,24676,2321,940.6,5.15,2025-04,False,0.0,58.9
c090,2025-10,837,560,21343,901,422.25,30.09,2025-04,True,0.0,50.8
c091,2025-01,1179,704,30974,1116,360.61,3.44,2025-01,True,0.0,69.1
c091,2025-02,1193,987,21296,2016,946.93,18.01,2025-01,False,1.0,27.6
c091,2025-03,1324,478,20100,853,424.69,35.18,2025-01,False,0.0,71.4
c091,2025-04,1251,1038,31435,921,293.27,17.01,2025-01,True,0.0,37.1
c091,2025-05,1085,663,17443,1130,648.2,29.93,2025-01,False,0.0,56.0
c091,2025-06,1336,1146,45920,1459,317.79,24.96,2025-01,False,0.0,60.6
c091,2025-07,1126,845,32586,1963,602.42,4.88,2025-01,False,1.0,25.0
c091,2025-08,1470,316,45147,3304,731.97,34.58,2025-01,True,0.0,59.7
c091,2025-09,1087,914,26839,2630,980.25,38.68,2025-01,True,1.0,50.1
c091,2025-10,1306,665,50158,2333,465.25,5.9,2025-01,False,0.0,63.4
c092,2025-05,1448,1317,18432,1028,558.14,14.75,2025-05,True,0.0,38.8
c092,2025-06,1399,882,22543,1796,796.77,14.87,2025-05,True,0.0,60.0
c092,2025-07,1573,1077,49052,1540,314.07,17.65,2025-05,True,1.0,27.3
c092,2025-08,1848,837,72258,1295,179.32,7.05,2025-05,False,0.0,33.8
c092,2025-09,1781,1351,61933,2013,325.17,4.56,2025-05,True,1.0,48.2
c092,2025-10,1434,694,44239,1135,256.77,17.04,2025-05,True,1.0,39.4
c093,2025-05,48,38,1854,148,799.14,27.22,2025-05,,0.0,55.3
c093,2025-06,55,44,1037,11,106.26,11.57,2025-05,False,0.0,53.4
c093,2025-07,51,42,439,19,437.59,26.29,2025-05,False,0.0,44.7
c093,2025-08,52,33,765,25,330.33,23.4,2025-05,True,0.0,49.4
c093,2025-09,46,30,1044,94,901.12,0.0,2025-05,True,1.0,35.5
c093,2025-10,59,29,1529,134,881.32,16.27,2025-05,True,0.0,29.2
c094,2025-02,262,171,5973,435,729.22,0.0,2025-02,True,0.0,48.6
c094,2025-03,256,155,2545,203,799.46,24.87,2025-02,,0.0,36.5
c094,2025-04,341,220,2755,10,36.82,21.72,2025-02,True,0.0,63.9
c094,2025-05,344,278,7152,290,406.27,10.54,2025-02,False,0.0,64.6
c094,2025-06,272,207,3706,295,796.64,17.58,2025-02,False,1.0,29.9
c094,2025-07,314,183,8346,79,95.56,4.57,2025-02,True,0.0,66.2
c094,2025-08,306,278,3353,135,404.83,19.44,2025-02,False,1.0,49.7
c094,2025-09,325,169,8893,577,648.96,23.08,2025-02,False,0.0,67.0
c094,2025-10,328,309,4335,351,810.91,17.74,2025-02,False,0.0,57.1
c095,2025-03,64,54,2317,122,529.18,30.01,2025-03,False,0.0,68.7
c095,2025-04,68,64,1911,76,399.21,21.75,2025-03,True,1.0,49.5
c095,2025-05,50,26,802,30,379.95,29.1,2025-03,True,0.0,49.8
c095,2025-06,66,49,1746,35,202.09,0.0,2025-03,True,1.0,60.7
c095,2025-07,67,36,1100,24,223.74,21.01,2025-03,True,0.0,53.2
c095,2025-08,68,47,2562,49,192.78,32.33,2025-03,True,0.0,53.7
c095,2025-09,60,44,734,20,282.14,16.16,2025-03,True,0.0,60.9
c095,2025-10,60,46,512,17,342.69,6.75,2025-03,True,0.0,65.7
c096,2025-01,433,264,5879,242,412.26,16.34,2025-01,True,0.0,43.2
c096,2025-02,436,273,10293,521,506.4,31.67,2025-01,False,0.0,60.9
c096,2025-03,405,278,12425,51,41.4,27.68,2025-01,False,0.0,49.8
c096,2025-04,398,292,6287,46,73.35,12.06,2025-01,False,1.0,47.1
c096,2025-05,399,194,7887,921,1168.78,16.8,2025-01,,0.0,44.1
c096,2025-06,520,335,9844,145,147.38,38.08,2025-01,False,1.0,37.0
c096,2025-07,445,228,7297,295,404.92,10.65,2025-01,True,0.0,46.6
c096,2025-08,396,269,9759,168,172.34,29.19,2025-01,,1.0,42.5
c096,2025-09,513,279,6150,389,633.91,20.54,2025-01,False,1.0,30.5
c096,2025-10,521,220,16329,1455,891.45,36.56,2025-01,,0.0,55.9
c097,2025-03,279,160,9738,554,569.81,25.78,2025-03,True,0.0,48.9
c097,2025-04,275,197,10552,593,562.91,0.0,2025-03,,0.0,48.8
c097,2025-05,219,147,8414,124,148.48,0.0,2025-03,False,1.0,48.7
c097,2025-06,296,168,2857,78,274.22,38.19,2025-03,True,0.0,48.7
c097,2025-07,224,139,6551,265,405.18,29.99,2025-03,True,0.0,25.4
c097,2025-08,229,138,5428,74,137.1,6.75,2025-03,False,0.0,63.0
c097,2025-09,263,234,10205,234,229.56,3.65,2025-03,True,1.0,15.0
c097,2025-10,240,82,8836,608,689.17,6.7,2025-03,True,1.0,31.9
c098,2025-03,116,65,3868,106,274.62,14.44,2025-03,True,0.0,44.3
c098,2025-04,121,80,3279,156,477.48,39.85,2025-03,True,0.0,55.1
c098,2025-05,89,65,2047,87,425.51,29.34,2025-03,True,0.0,71.6
c098,2025-06,103,93,1945,93,481.32,17.67,2025-03,True,0.0,47.6
c098,2025-07,123,106,1678,226,1352.42,31.25,2025-03,False,1.0,39.2
c098,2025-08,118,48,1709,60,354.5,33.15,2025-03,True,0.0,62.3
c098,2025-09,95,78,1636,28,176.53,22.49,2025-03,,0.0,75.6
c098,2025-10,98,90,3367,346,1030.2,25.37,2025-03,False,0.0,57.9
c099,2025-05,223,159,8543,258,302.66,32.06,2025-05,False,0.0,57.0
c099,2025-06,166,123,6115,216,353.46,32.14,2025-05,False,0.0,62.2
c099,2025-07,166,143,2797,224,803.0,7.15,2025-05,True,1.0,33.1
c099,2025-08,214,108,6087,94,155.82,33.86,2025-05,True,0.0,55.7
c099,2025-09,224,213,5925,127,215.61,18.76,2025-05,True,0.0,73.4
c099,2025-10,203,158,5202,236,455.39,18.67,2025-05,True,0.0,53.8
c100,2025-03,638,392,9279,363,391.73,3.65,2025-03,True,0.0,73.6
c100,2025-04,524,495,17737,1750,986.89,6.96,2025-03,True,0.0,66.6
c100,2025-05,499,420,10956,265,242.39,11.2,2025-03,True,1.0,40.1
c100,2025-06,505,235,7985,223,279.39,5.43,2025-03,,1.0,22.3
c100,2025-07,706,341,14419,374,259.68,37.18,2025-03,True,0.0,56.8
c100,2025-08,486,359,10769,460,427.77,4.08,2025-03,True,0.0,62.6
c100,2025-09,507,507,14646,523,357.31,0.0,2025-03,True,0.0,43.7
c100,2025-10,625,418,18145,702,387.31,27.2,2025-03,,0.0,36.9
c101,2025-05,299,138,4081,12,30.2,37.97,2025-05,,0.0,61.1
c101,2025-06,211,156,3719,172,463.82,33.54,2025-05,False,1.0,40.7
c101,2025-07,275,138,10215,303,297.58,14.67,2025-05,True,0.0,48.7
c101,2025-08,220,179,3128,217,696.57,30.74,2025-05,False,0.0,39.6
c101,2025-09,298,206,5528,155,280.56,8.65,2025-05,True,0.0,69.0
c101,2025-10,265,238,7702,49,64.61,15.41,2025-05,False,1.0,20.7
c102,2025-03,323,242,4468,233,523.42,9.55,2025-03,True,0.0,50.3
c102,2025-04,251,169,9546,226,237.49,35.01,2025-03,False,0.0,58.6
c102,2025-05,251,181,6727,342,509.43,10.08,2025-03,True,0.0,33.0
c102,2025-06,310,205,9559,681,713.21,25.76,2025-03,,0.0,46.9
c102,2025-07,333,284,11439,69,60.87,31.52,2025-03,True,0.0,26.4
c102,2025-08,324,202,10052,401,399.1,16.74,2025-03,False,0.0,59.7
c102,2025-09,318,237,8972,494,551.13,28.32,2025-03,True,0.0,54.2
c102,2025-10,264,227,6683,196,293.4,0.0,2025-03,False,0.0,30.2
c103,2025-01,871,653,24591,1992,810.32,9.38,2025-01,False,1.0,34.4
c103,2025-02,858,296,8658,294,340.03,32.02,2025-01,False,0.0,71.0
c103,2025-03,872,589,12308,1305,1060.5,8.46,2025-01,False,1.0,34.8
c103,2025-04,1013,578,27446,209,76.24,7.83,2025-01,,1.0,35.9
c103,2025-05,914,450,27145,1959,721.88,36.93,2025-01,,0.0,50.4
c103,2025-06,813,705,22793,1402,615.22,0.0,2025-01,False,0.0,55.7
c103,2025-07,1120,821,22099,1681,760.96,5.63,2025-01,True,0.0,53.7
c103,2025-08,921,656,9624,293,304.91,15.72,2025-01,True,0.0,62.7
c103,2025-09,1028,950,12086,912,754.82,12.86,2025-01,True,0.0,46.1
c103,2025-10,917,583,25644,1399,545.69,0.0,2025-01,False,1.0,30.6
c104,2025-04,302,249,7949,149,188.33,6.3,2025-04,,1.0,48.0
c104,2025-05,297,167,6606,21,32.09,5.17,2025-04,True,1.0,24.3
c104,2025-06,322,181,12723,118,93.19,31.78,2025-04,,0.0,56.3
c104,2025-07,337,286,7889,65,82.56,29.3,2025-04,,1.0,42.5
c104,2025-08,275,146,6916,175,253.04,37.08,2025-04,True,0.0,58.0
c104,2025-09,372,241,14550,670,460.94,25.25,2025-04,False,0.0,48.9
c104,2025-10,282,206,9089,68,75.71,14.88,2025-04,True,1.0,24.1
c105,2025-02,195,104,2752,140,510.16,19.94,2025-02,False,0.0,41.8
c105,2025-03,193,156,1793,74,415.59,34.21,2025-02,False,1.0,42.9
c105,2025-04,218,118,3483,220,633.78,33.89,2025-02,False,0.0,40.9
c105,2025-05,182,128,3120,333,1069.31,0.0,2025-02,True,0.0,86.2
c105,2025-06,224,219,8160,224,275.25,12.94,2025-02,True,0.0,51.6
c105,2025-07,185,112,6957,68,98.53,3.26,2025-02,False,1.0,38.8
c105,2025-08,222,133,2530,84,334.69,35.17,2025-02,False,0.0,36.6
c105,2025-09,226,151,2671,110,414.53,15.64,2025-02,False,1.0,21.9
c105,2025-10,167,74,3536,22,63.67,27.02,2025-02,False,0.0,65.4
c106,2025-01,827,654,22963,659,287.42,14.44,2025-01,True,0.0,54.9
c106,2025-02,714,466,15595,365,234.33,14.18,2025-01,True,0.0,43.2
c106,2025-03,743,573,28349,870,306.93,36.51,2025-01,True,1.0,53.1
c106,2025-04,793,451,14423,861,596.98,29.88,2025-01,True,1.0,26.4
c106,2025-05,711,289,20664,1107,536.11,39.02,2025-01,True,1.0,23.9
c106,2025-06,668,259,7963,168,212.17,11.85,2025-01,,0.0,55.6
c106,2025-07,754,652,12385,146,118.43,17.4,2025-01,True,1.0,33.0
c106,2025-08,688,403,26640,615,230.86,12.29,2025-01,False,0.0,55.4
c106,2025-09,641,531,16276,159,98.16,0.0,2025-01,,0.0,40.1
c106,2025-10,746,618,21283,326,153.54,13.87,2025-01,True,1.0,25.9
c107,2025-03,1130,611,15120,1104,730.46,24.76,2025-03,False,0.0,57.3
c107,2025-04,1491,1322,40254,2633,654.24,28.79,2025-03,,0.0,62.8
c107,2025-05,1196,1017,32695,1398,427.59,0.0,2025-03,True,1.0,21.9
c107,2025-06,1126,320,26568,1059,398.83,5.51,2025-03,True,1.0,28.2
c107,2025-07,1293,569,18127,339,187.07,35.16,2025-03,False,0.0,53.3
c107,2025-08,1084,790,13493,488,361.94,14.89,2025-03,True,1.0,15.4
c107,2025-09,1247,553,20748,695,335.3,37.55,2025-03,False,0.0,43.6
c107,2025-10,1178,881,22961,1330,579.3,5.49,2025-03,True,1.0,14.3
c108,2025-04,1695,1266,18965,850,448.61,8.59,2025-04,False,1.0,37.5
c108,2025-05,1698,1008,52729,3004,569.77,7.96,2025-04,True,0.0,48.3
c108,2025-06,1564,1196,17409,974,559.68,12.87,2025-04,False,0.0,64.4
c108,2025-07,1422,1192,36731,948,258.18,31.33,2025-04,,0.0,53.1
c108,2025-08,1965,1547,41417,2291,553.23,28.71,2025-04,False,0.0,59.3
c108,2025-09,1607,1247,19127,498,260.47,31.25,2025-04,,0.0,62.9
c108,2025-10,1842,1471,32136,954,296.98,34.49,2025-04,False,0.0,55.2
c109,2025-01,848,715,26420,383,145.3,6.95,2025-01,False,0.0,50.1
c109,2025-02,842,625,8264,268,325.06,4.48,2025-01,True,0.0,48.8
c109,2025-03,701,599,23275,964,414.22,14.65,2025-01,,0.0,43.5
c109,2025-04,973,724,13508,465,344.44,0.0,2025-01,True,0.0,55.4
c109,2025-05,977,647,9050,191,211.9,8.41,2025-01,False,0.0,71.7
c109,2025-06,822,688,24260,581,239.57,32.41,2025-01,False,1.0,38.6
c109,2025-07,927,394,10705,589,551.08,21.38,2025-01,False,1.0,42.5
c109,2025-08,966,565,11420,200,175.59,9.62,2025-01,True,0.0,62.1
c109,2025-09,854,580,24526,388,158.22,0.0,2025-01,False,0.0,33.3
c109,2025-10,868,541,20532,196,95.57,34.25,2025-01,True,1.0,38.6
c110,2025-01,731,586,16974,1137,670.36,13.1,2025-01,False,0.0,53.6
c110,2025-02,800,608,17712,1154,652.07,12.71,2025-01,False,0.0,55.7
c110,2025-03,842,636,11977,165,138.2,0.0,2025-01,False,0.0,45.1
c110,2025-04,673,484,20070,842,419.9,26.83,2025-01,True,0.0,61.0
c110,2025-05,667,554,17898,396,221.42,29.49,2025-01,True,0.0,53.4
c110,2025-06,688,582,19847,159,80.44,4.52,2025-01,False,0.0,59.2
c110,2025-07,765,645,11743,144,122.66,8.0,2025-01,,0.0,37.6
c110,2025-08,925,678,17617,536,304.5,28.23,2025-01,True,0.0,35.8
c110,2025-09,698,448,6195,36,58.85,7.07,2025-01,True,1.0,45.7
c110,2025-10,898,497,34545,1527,442.24,0.0,2025-01,True,0.0,36.2
c111,2025-02,1571,638,31116,203,65.51,35.7,2025-02,True,0.0,68.2
c111,2025-03,1549,1340,26056,627,240.75,31.08,2025-02,True,0.0,53.9
c111,2025-04,1591,1049,32597,436,133.88,32.41,2025-02,False,0.0,73.8
c111,2025-05,1364,1267,26654,658,247.15,21.76,2025-02,,0.0,62.5
c111,2025-06,1691,1203,23297,210,90.55,5.49,2025-02,False,0.0,55.1
c111,2025-07,1550,996,36276,1273,351.05,9.48,2025-02,False,0.0,60.6
c111,2025-08,1575,1309,36509,1305,357.57,29.87,2025-02,,0.0,35.1
c111,2025-09,1227,791,42778,1328,310.48,26.28,2025-02,True,0.0,61.7
c111,2025-10,1611,1044,19309,1417,733.95,28.18,2025-02,False,0.0,61.7
c112,2025-03,1603,1176,19621,185,94.37,19.8,2025-03,True,1.0,42.9
c112,2025-04,2042,889,46108,4376,949.12,10.99,2025-03,True,0.0,68.8
c112,2025-05,1671,1353,63031,2245,356.23,4.93,2025-03,,1.0,35.0
c112,2025-06,1937,826,68739,2857,415.72,23.96,2025-03,False,0.0,37.3
c112,2025-07,2009,1323,38631,2352,608.98,17.91,2025-03,False,0.0,62.6
c112,2025-08,1688,1335,33695,1255,372.49,21.85,2025-03,True,1.0,30.6
c112,2025-09,1606,951,34536,1054,305.3,20.7,2025-03,,0.0,57.3
c112,2025-10,2061,1827,45407,775,170.73,5.93,2025-03,True,0.0,45.6
c113,2025-01,460,318,5586,65,117.9,32.77,2025-01,,0.0,54.1
c113,2025-02,639,611,16822,825,490.48,38.17,2025-01,True,0.0,56.8
c113,2025-03,635,450,19964,178,89.2,24.98,2025-01,True,1.0,22.9
c113,2025-04,615,236,19890,166,83.88,16.55,2025-01,,0.0,42.1
c113,2025-05,501,366,8446,514,609.22,37.18,2025-01,,0.0,52.2
c113,2025-06,527,390,20846,1028,493.61,0.0,2025-01,True,0.0,52.7
c113,2025-07,680,480,17675,328,186.08,0.0,2025-01,False,1.0,29.6
c113,2025-08,638,269,9209,866,940.52,35.14,2025-01,,1.0,38.4
c113,2025-09,477,232,7966,556,698.52,7.5,2025-01,False,1.0,49.1
c113,2025-10,682,401,11252,533,474.34,29.0,2025-01,,0.0,41.1
c114,2025-03,2432,1075,85662,2674,312.27,9.68,2025-03,,1.0,39.8
c114,2025-04,2516,1226,73555,7558,1027.53,36.85,2025-03,False,0.0,55.3
c114,2025-05,2704,2350,60171,643,106.87,22.66,2025-03,False,0.0,52.6
c114,2025-06,2143,1779,29730,2042,686.89,20.48,2025-03,True,0.0,51.0
c114,2025-07,2186,1690,67169,1289,191.97,12.97,2025-03,False,0.0,43.9
c114,2025-08,2190,1455,66817,732,109.57,34.52,2025-03,True,0.0,30.2
c114,2025-09,2650,1674,29975,976,325.78,19.59,2025-03,,0.0,46.9
c114,2025-10,2641,2257,56456,6882,1219.18,8.97,2025-03,True,0.0,75.6
c115,2025-04,241,88,3977,221,557.5,39.78,2025-04,True,0.0,41.0
c115,2025-05,191,122,7401,74,100.42,0.0,2025-04,True,0.0,56.4
c115,2025-06,240,172,2043,125,613.11,17.65,2025-04,True,1.0,33.9
c115,2025-07,213,110,5936,306,516.04,8.68,2025-04,,0.0,43.4
c115,2025-08,207,147,3333,254,764.98,37.6,2025-04,False,1.0,33.0
c115,2025-09,219,70,5312,120,227.04,7.95,2025-04,False,0.0,57.5
c115,2025-10,219,133,2237,73,329.61,15.0,2025-04,False,0.0,32.7
c116,2025-04,403,394,12538,660,526.96,35.89,2025-04,False,0.0,59.5
c116,2025-05,377,278,6405,196,306.15,7.96,2025-04,,0.0,52.8
c116,2025-06,430,412,15821,42,26.76,20.53,2025-04,False,0.0,48.2
c116,2025-07,318,233,11715,275,235.47,10.61,2025-04,False,0.0,66.4
c116,2025-08,413,356,10523,453,430.56,33.6,2025-04,False,0.0,58.9
c116,2025-09,409,359,12681,1721,1357.41,26.63,2025-04,,0.0,48.0
c116,2025-10,410,291,15790,431,273.06,18.67,2025-04,True,0.0,57.3
c117,2025-04,860,511,11394,295,259.67,17.77,2025-04,True,0.0,78.4
c117,2025-05,850,712,19160,184,96.47,12.76,2025-04,True,0.0,58.2
c117,2025-06,805,655,16377,635,388.14,18.11,2025-04,False,0.0,47.2
c117,2025-07,1042,795,11962,615,514.27,18.61,2025-04,,1.0,28.1
c117,2025-08,1031,373,40221,2257,561.17,10.63,2025-04,True,1.0,33.8
c117,2025-09,1059,552,28072,1770,630.54,22.36,2025-04,False,1.0,34.1
c117,2025-10,1046,506,13128,1499,1141.87,5.55,2025-04,True,0.0,60.9
c118,2025-03,270,236,2741,81,296.59,0.0,2025-03,False,0.0,59.6
c118,2025-04,299,225,8895,257,289.43,12.31,2025-03,False,0.0,64.1
c118,2025-05,312,253,10740,470,438.55,3.97,2025-03,True,1.0,7.0
c118,2025-06,294,70,6099,190,311.81,18.37,2025-03,,1.0,39.7
c118,2025-07,244,100,5981,315,527.44,31.02,2025-03,False,0.0,40.1
c118,2025-08,268,161,6087,80,132.29,21.68,2025-03,True,0.0,47.6
c118,2025-09,240,185,9119,210,230.46,35.43,2025-03,False,0.0,50.7
c118,2025-10,298,180,4208,229,545.41,3.57,2025-03,True,1.0,24.4
c119,2025-03,1139,934,19153,2079,1085.76,5.92,2025-03,True,0.0,35.2
c119,2025-04,950,748,35159,2074,589.94,35.42,2025-03,False,0.0,43.9
c119,2025-05,828,568,18744,514,274.41,15.63,2025-03,,0.0,53.3
c119,2025-06,1140,888,23026,402,174.64,36.63,2025-03,True,0.0,73.5
c119,2025-07,1142,895,22732,473,208.25,32.16,2025-03,False,0.0,59.6
c119,2025-08,915,740,25620,2047,799.29,0.0,2025-03,True,0.0,55.3
c119,2025-09,894,550,34891,659,188.89,23.62,2025-03,,1.0,35.9
c119,2025-10,1038,509,8774,210,239.6,10.45,2025-03,True,0.0,74.1
